tokenizer,domain,trial,length_bucket,chars,latency_ms,tokens,bytes
sentencepiece,technical,1,1025-4096,1353,0.5285999941406772,676,1353
sentencepiece,technical,1,1025-4096,1455,0.7007999956840649,804,1455
sentencepiece,technical,1,1025-4096,1647,0.8363999950233847,837,1647
sentencepiece,technical,1,1025-4096,1411,0.5691999976988882,734,1414
sentencepiece,technical,1,1025-4096,1337,0.5369999998947605,745,1337
sentencepiece,technical,1,1025-4096,1734,0.7314999966183677,945,1734
sentencepiece,technical,2,1025-4096,1755,0.7103999960236251,921,1755
sentencepiece,technical,2,1025-4096,1939,0.7476000027963892,1051,1939
sentencepiece,technical,2,1025-4096,1353,0.5142000009072945,676,1353
sentencepiece,technical,2,1025-4096,1455,0.562699991860427,804,1455
sentencepiece,technical,2,1025-4096,1647,0.5982000002404675,837,1647
sentencepiece,technical,2,1025-4096,1411,0.526099989656359,734,1414
sentencepiece,technical,2,1025-4096,1337,0.5075999943073839,745,1337
sentencepiece,technical,2,1025-4096,1734,0.6639999919570982,945,1734
sentencepiece,technical,3,1025-4096,1755,0.717700007953681,921,1755
sentencepiece,technical,3,1025-4096,1939,0.7522000087192282,1051,1939
sentencepiece,technical,3,1025-4096,1353,0.512500002514571,676,1353
sentencepiece,technical,3,1025-4096,1455,0.902600004337728,804,1455
sentencepiece,technical,3,1025-4096,1647,0.6835000094724819,837,1647
sentencepiece,technical,3,1025-4096,1411,0.5390000005718321,734,1414
sentencepiece,technical,3,1025-4096,1337,0.5216999998083338,745,1337
sentencepiece,technical,3,1025-4096,1734,0.676499999826774,945,1734
sentencepiece,technical,4,1025-4096,1755,0.694399990607053,921,1755
sentencepiece,technical,4,1025-4096,1939,0.750000006519258,1051,1939
sentencepiece,technical,4,1025-4096,1353,0.5048000020906329,676,1353
sentencepiece,technical,4,1025-4096,1455,0.5604000034509227,804,1455
sentencepiece,technical,4,1025-4096,1647,0.5900999967707321,837,1647
sentencepiece,technical,4,1025-4096,1411,0.5203000036999583,734,1414
sentencepiece,technical,4,1025-4096,1337,1.2644000089494511,745,1337
sentencepiece,technical,4,1025-4096,1734,0.8188999927369878,945,1734
sentencepiece,technical,5,1025-4096,1755,0.7270999922184274,921,1755
sentencepiece,technical,5,1025-4096,1939,0.7584999984828755,1051,1939
sentencepiece,technical,5,1025-4096,1353,0.5141000001458451,676,1353
sentencepiece,technical,5,1025-4096,1455,0.5696000007446855,804,1455
sentencepiece,technical,5,1025-4096,1647,0.5999999993946403,837,1647
sentencepiece,technical,5,1025-4096,1411,0.5271000118227676,734,1414
sentencepiece,technical,5,1025-4096,1337,0.5174999969312921,745,1337
sentencepiece,technical,5,1025-4096,1734,0.6690999871352687,945,1734
sentencepiece,web,1,65-256,111,0.06249999569263309,74,113
sentencepiece,web,1,65-256,100,0.05919999966863543,68,100
sentencepiece,web,1,65-256,88,0.05339999916031957,63,88
sentencepiece,web,1,65-256,169,0.08959999831859022,114,169
sentencepiece,web,1,65-256,146,0.07570000889245421,94,146
sentencepiece,web,1,65-256,112,0.060399994254112244,75,112
sentencepiece,web,1,65-256,124,0.06489999941550195,80,124
sentencepiece,web,1,65-256,109,0.058999998145736754,70,109
sentencepiece,web,2,65-256,111,0.12319999223109335,74,113
sentencepiece,web,2,65-256,100,0.06669999856967479,68,100
sentencepiece,web,2,65-256,88,0.0740000104997307,63,88
sentencepiece,web,2,65-256,169,0.09460000728722662,114,169
sentencepiece,web,2,65-256,146,0.12989999959245324,94,146
sentencepiece,web,2,65-256,112,0.07659998664166778,75,112
sentencepiece,web,2,65-256,124,0.07100000220816582,80,124
sentencepiece,web,2,65-256,109,0.060399994254112244,70,109
sentencepiece,web,3,65-256,111,0.07900000491645187,74,113
sentencepiece,web,3,65-256,100,0.05709999823011458,68,100
sentencepiece,web,3,65-256,88,0.04990000161342323,63,88
sentencepiece,web,3,65-256,169,0.08189999789465219,114,169
sentencepiece,web,3,65-256,146,0.07259999983943999,94,146
sentencepiece,web,3,65-256,112,0.059399986639618874,75,112
sentencepiece,web,3,65-256,124,0.06029999349266291,80,124
sentencepiece,web,3,65-256,109,0.051399998483248055,70,109
sentencepiece,web,4,65-256,111,0.0746000005165115,74,113
sentencepiece,web,4,65-256,100,0.0518000015290454,68,100
sentencepiece,web,4,65-256,88,0.04940001235809177,63,88
sentencepiece,web,4,65-256,169,0.08280000474769622,114,169
sentencepiece,web,4,65-256,146,0.07300000288523734,94,146
sentencepiece,web,4,65-256,112,0.057600002037361264,75,112
sentencepiece,web,4,65-256,124,0.0610999995842576,80,124
sentencepiece,web,4,65-256,109,0.04950001311954111,70,109
sentencepiece,web,5,65-256,111,0.06480001320596784,74,113
sentencepiece,web,5,65-256,100,0.04959999932907522,68,100
sentencepiece,web,5,65-256,88,0.04630000330507755,63,88
sentencepiece,web,5,65-256,169,0.08299999171867967,114,169
sentencepiece,web,5,65-256,146,0.06649999704677612,94,146
sentencepiece,web,5,65-256,112,0.05420000525191426,75,112
sentencepiece,web,5,65-256,124,0.05529999907594174,80,124
sentencepiece,web,5,65-256,109,0.0484000047435984,70,109
naive,code,1,4097+,434809,388.114500005031,380554,434809
naive,code,1,4097+,53641,55.00639999809209,45271,53641
naive,code,1,4097+,46183,43.075299996417016,39162,46183
naive,code,1,4097+,28444,49.69840000558179,24105,28444
naive,code,1,4097+,90212,73.19189999543596,77219,90212
naive,code,1,4097+,168977,143.36670000921004,144796,168979
naive,code,1,4097+,6574,6.5313000086462125,5541,6574
naive,code,2,4097+,434809,413.8111999927787,380554,434809
naive,code,2,4097+,53641,46.09899999923073,45271,53641
naive,code,2,4097+,46183,42.37290000310168,39162,46183
naive,code,2,4097+,28444,27.424100000644103,24105,28444
naive,code,2,4097+,90212,76.07089998782612,77219,90212
naive,code,2,4097+,168977,140.7074000017019,144796,168979
naive,code,2,4097+,6574,5.604000005405396,5541,6574
naive,code,3,4097+,434809,356.3607999967644,380554,434809
naive,code,3,4097+,53641,46.31370000424795,45271,53641
naive,code,3,4097+,46183,40.911500007496215,39162,46183
naive,code,3,4097+,28444,31.039099994814023,24105,28444
naive,code,3,4097+,90212,75.30719999340363,77219,90212
naive,code,3,4097+,168977,143.13250000122935,144796,168979
naive,code,3,4097+,6574,5.847799999173731,5541,6574
naive,code,4,4097+,434809,373.82129998877645,380554,434809
naive,code,4,4097+,53641,47.46889999660198,45271,53641
naive,code,4,4097+,46183,41.2891000014497,39162,46183
naive,code,4,4097+,28444,26.73639998829458,24105,28444
naive,code,4,4097+,90212,74.64449999679346,77219,90212
naive,code,4,4097+,168977,146.46219999121968,144796,168979
naive,code,4,4097+,6574,5.757699997047894,5541,6574
naive,code,5,4097+,434809,393.4363000007579,380554,434809
naive,code,5,4097+,53641,48.94090000016149,45271,53641
naive,code,5,4097+,46183,43.03460000664927,39162,46183
naive,code,5,4097+,28444,24.619799994979985,24105,28444
naive,code,5,4097+,90212,74.45140001073014,77219,90212
naive,code,5,4097+,168977,144.79479999863543,144796,168979
naive,code,5,4097+,6574,6.532900006277487,5541,6574
naive,english,1,257-1024,389,0.341799997841008,323,389
naive,english,1,1025-4096,1556,1.2671000004047528,1288,1566
naive,english,1,257-1024,371,0.3591000131564215,307,399
naive,english,1,257-1024,828,0.7541999948443845,685,838
naive,english,1,1025-4096,1220,1.0884999937843531,1006,1232
naive,english,1,1025-4096,1355,1.1408999998820946,1124,1365
naive,english,1,257-1024,777,0.6486999918706715,643,787
naive,english,1,257-1024,543,0.48219999007415026,441,555
naive,english,2,257-1024,389,0.3634999884525314,323,389
naive,english,2,1025-4096,1556,1.4274999994086102,1288,1566
naive,english,2,257-1024,371,0.3981000045314431,307,399
naive,english,2,257-1024,828,0.7355999987339601,685,838
naive,english,2,1025-4096,1220,1.0738999990280718,1006,1232
naive,english,2,1025-4096,1355,1.1891000031027943,1124,1365
naive,english,2,257-1024,777,0.6608999974559993,643,787
naive,english,2,257-1024,543,0.5173999961698428,441,555
naive,english,3,257-1024,389,0.35539999953471124,323,389
naive,english,3,1025-4096,1556,1.344699994660914,1288,1566
naive,english,3,257-1024,371,0.3782999992836267,307,399
naive,english,3,257-1024,828,0.7775999984005466,685,838
naive,english,3,1025-4096,1220,1.0806000063894317,1006,1232
naive,english,3,1025-4096,1355,1.1381000076653436,1124,1365
naive,english,3,257-1024,777,0.7114999898476526,643,787
naive,english,3,257-1024,543,0.7340000011026859,441,555
naive,english,4,257-1024,389,0.35170000046491623,323,389
naive,english,4,1025-4096,1556,1.363799994578585,1288,1566
naive,english,4,257-1024,371,0.3687999997055158,307,399
naive,english,4,257-1024,828,0.7498000049963593,685,838
naive,english,4,1025-4096,1220,1.0654000070644543,1006,1232
naive,english,4,1025-4096,1355,1.0984999971697107,1124,1365
naive,english,4,257-1024,777,0.6618999905185774,643,787
naive,english,4,257-1024,543,0.4918000049656257,441,555
naive,english,5,257-1024,389,0.34070000401698053,323,389
naive,english,5,1025-4096,1556,1.4656999992439523,1288,1566
naive,english,5,257-1024,371,0.39080000715330243,307,399
naive,english,5,257-1024,828,0.7700999994995072,685,838
naive,english,5,1025-4096,1220,1.1826999980257824,1006,1232
naive,english,5,1025-4096,1355,1.2661000073421746,1124,1365
naive,english,5,257-1024,777,0.6637000042246655,643,787
naive,english,5,257-1024,543,0.5067999882157892,441,555
naive,technical,1,1025-4096,1755,1.3155000051483512,1516,1755
naive,technical,1,1025-4096,1939,1.5117000002646819,1690,1939
naive,technical,1,1025-4096,1353,1.0618999949656427,1161,1353
naive,technical,1,1025-4096,1455,1.1368999985279515,1260,1455
naive,technical,1,1025-4096,1647,1.3245000009192154,1412,1647
naive,technical,1,1025-4096,1411,1.1279000027570873,1195,1414
naive,technical,1,1025-4096,1337,1.1310999980196357,1158,1337
naive,technical,1,1025-4096,1734,1.3715999957639724,1493,1734
naive,technical,2,1025-4096,1755,1.3649000029545277,1516,1755
naive,technical,2,1025-4096,1939,1.5815000078873709,1690,1939
naive,technical,2,1025-4096,1353,1.0285000025760382,1161,1353
naive,technical,2,1025-4096,1455,1.5346000000135973,1260,1455
naive,technical,2,1025-4096,1647,1.339499998721294,1412,1647
naive,technical,2,1025-4096,1411,1.57049999688752,1195,1414
naive,technical,2,1025-4096,1337,1.470800008974038,1158,1337
naive,technical,2,1025-4096,1734,1.360000009299256,1493,1734
naive,technical,3,1025-4096,1755,1.4059999957680702,1516,1755
naive,technical,3,1025-4096,1939,1.545299994177185,1690,1939
naive,technical,3,1025-4096,1353,1.0638999956427142,1161,1353
naive,technical,3,1025-4096,1455,1.1396000045351684,1260,1455
naive,technical,3,1025-4096,1647,1.2688999995589256,1412,1647
naive,technical,3,1025-4096,1411,1.0840000031748787,1195,1414
naive,technical,3,1025-4096,1337,1.1088000028394163,1158,1337
naive,technical,3,1025-4096,1734,1.3323000021046028,1493,1734
naive,technical,4,1025-4096,1755,1.3730999926337972,1516,1755
naive,technical,4,1025-4096,1939,1.5143999917199835,1690,1939
naive,technical,4,1025-4096,1353,1.059500005794689,1161,1353
naive,technical,4,1025-4096,1455,1.1616999981924891,1260,1455
naive,technical,4,1025-4096,1647,1.3132999883964658,1412,1647
naive,technical,4,1025-4096,1411,1.1559000122360885,1195,1414
naive,technical,4,1025-4096,1337,1.0609000019030645,1158,1337
naive,technical,4,1025-4096,1734,1.444699999410659,1493,1734
naive,technical,5,1025-4096,1755,1.3990999868838117,1516,1755
naive,technical,5,1025-4096,1939,1.5254999889293686,1690,1939
naive,technical,5,1025-4096,1353,1.0851999977603555,1161,1353
naive,technical,5,1025-4096,1455,1.1495000071590766,1260,1455
naive,technical,5,1025-4096,1647,1.312099993810989,1412,1647
naive,technical,5,1025-4096,1411,1.1565999884624034,1195,1414
naive,technical,5,1025-4096,1337,1.0697000107029453,1158,1337
naive,technical,5,1025-4096,1734,1.3927000109106302,1493,1734
naive,web,1,65-256,111,0.09349999891128391,97,113
naive,web,1,65-256,100,0.08959999831859022,88,100
naive,web,1,65-256,88,0.09259999205823988,80,88
naive,web,1,65-256,169,0.23289999808184803,159,169
naive,web,1,65-256,146,0.14570000348612666,132,146
naive,web,1,65-256,112,0.1024999946821481,102,112
naive,web,1,65-256,124,0.1382999907946214,108,124
naive,web,1,65-256,109,0.10189999011345208,99,109
naive,web,2,65-256,111,0.1154000055976212,97,113
naive,web,2,65-256,100,0.10130000009667128,88,100
naive,web,2,65-256,88,0.08779999916441739,80,88
naive,web,2,65-256,169,0.18279999494552612,159,169
naive,web,2,65-256,146,0.16309999045915902,132,146
naive,web,2,65-256,112,0.10029999248217791,102,112
naive,web,2,65-256,124,0.1323999895248562,108,124
naive,web,2,65-256,109,0.09639999188948423,99,109
naive,web,3,65-256,111,0.11190000805072486,97,113
naive,web,3,65-256,100,0.09919999865815043,88,100
naive,web,3,65-256,88,0.08720000914763659,80,88
naive,web,3,65-256,169,0.18149999959859997,159,169
naive,web,3,65-256,146,0.1412999990861863,132,146
naive,web,3,65-256,112,0.09960000170394778,102,112
naive,web,3,65-256,124,0.13469999248627573,108,124
naive,web,3,65-256,109,0.11229999654460698,99,109
naive,web,4,65-256,111,0.11570000788196921,97,113
naive,web,4,65-256,100,0.10269999620504677,88,100
naive,web,4,65-256,88,0.08659999002702534,80,88
naive,web,4,65-256,169,0.17939999816007912,159,169
naive,web,4,65-256,146,0.14420000661630183,132,146
naive,web,4,65-256,112,0.10200000542681664,102,112
naive,web,4,65-256,124,0.1373000122839585,108,124
naive,web,4,65-256,109,0.09729999874252826,99,109
naive,web,5,65-256,111,0.11140000424347818,97,113
naive,web,5,65-256,100,0.09929999941959977,88,100
naive,web,5,65-256,88,0.08769999840296805,80,88
naive,web,5,65-256,169,0.1748000067891553,159,169
naive,web,5,65-256,146,0.13840000610798597,132,146
naive,web,5,65-256,112,0.09880001016426831,102,112
naive,web,5,65-256,124,0.1343000039923936,108,124
naive,web,5,65-256,109,0.09810000483412296,99,109
cached,code,1,4097+,434809,247.0160999946529,380554,434809
cached,code,1,4097+,53641,42.55820000253152,45271,53641
cached,code,1,4097+,46183,35.910300008254126,39162,46183
cached,code,1,4097+,28444,26.005599997006357,24105,28444
cached,code,1,4097+,90212,76.525299999048,77219,90212
cached,code,1,4097+,168977,134.96930000837892,144796,168979
cached,code,1,4097+,6574,5.7422000099904835,5541,6574
cached,code,2,4097+,434809,312.983699986944,380554,434809
cached,code,2,4097+,53641,45.402300005662255,45271,53641
cached,code,2,4097+,46183,36.968999993405305,39162,46183
cached,code,2,4097+,28444,28.6099000077229,24105,28444
cached,code,2,4097+,90212,72.86580000072718,77219,90212
cached,code,2,4097+,168977,117.85500000405591,144796,168979
cached,code,2,4097+,6574,6.028200004948303,5541,6574
cached,code,3,4097+,434809,303.3704999979818,380554,434809
cached,code,3,4097+,53641,44.93160000129137,45271,53641
cached,code,3,4097+,46183,36.29730000102427,39162,46183
cached,code,3,4097+,28444,24.883000005502254,24105,28444
cached,code,3,4097+,90212,72.77549999707844,77219,90212
cached,code,3,4097+,168977,124.06580000242684,144796,168979
cached,code,3,4097+,6574,9.860399994067848,5541,6574
cached,code,4,4097+,434809,305.9863999951631,380554,434809
cached,code,4,4097+,53641,45.90150000876747,45271,53641
cached,code,4,4097+,46183,38.57390000484884,39162,46183
cached,code,4,4097+,28444,26.865599997108802,24105,28444
cached,code,4,4097+,90212,77.43859999754932,77219,90212
cached,code,4,4097+,168977,198.25040000432637,144796,168979
cached,code,4,4097+,6574,15.39760000014212,5541,6574
cached,code,5,4097+,434809,372.47620000562165,380554,434809
cached,code,5,4097+,53641,65.62530000519473,45271,53641
cached,code,5,4097+,46183,48.857600006158464,39162,46183
cached,code,5,4097+,28444,31.338200002210215,24105,28444
cached,code,5,4097+,90212,87.05099999497179,77219,90212
cached,code,5,4097+,168977,143.45519999915268,144796,168979
cached,code,5,4097+,6574,9.392899999511428,5541,6574
cached,english,1,257-1024,389,0.2769999991869554,323,389
cached,english,1,1025-4096,1556,2.6280000020051375,1288,1566
cached,english,1,257-1024,371,0.5736000020988286,307,399
cached,english,1,257-1024,828,1.3437000015983358,685,838
cached,english,1,1025-4096,1220,2.0506000000750646,1006,1232
cached,english,1,1025-4096,1355,2.1985000057611614,1124,1365
cached,english,1,257-1024,777,1.3253999932203442,643,787
cached,english,1,257-1024,543,1.0053000005427748,441,555
cached,english,2,257-1024,389,0.39870000910013914,323,389
cached,english,2,1025-4096,1556,1.5443000011146069,1288,1566
cached,english,2,257-1024,371,0.36199999158270657,307,399
cached,english,2,257-1024,828,0.6852999940747395,685,838
cached,english,2,1025-4096,1220,1.0526999976718798,1006,1232
cached,english,2,1025-4096,1355,1.0158999939449131,1124,1365
cached,english,2,257-1024,777,1.1220000014873222,643,787
cached,english,2,257-1024,543,0.6316999933915213,441,555
cached,english,3,257-1024,389,0.3218999918317422,323,389
cached,english,3,1025-4096,1556,1.2604999938048422,1288,1566
cached,english,3,257-1024,371,0.4174000059720129,307,399
cached,english,3,257-1024,828,0.7468999974662438,685,838
cached,english,3,1025-4096,1220,1.0212999914074317,1006,1232
cached,english,3,1025-4096,1355,1.066600001649931,1124,1365
cached,english,3,257-1024,777,0.6068999937269837,643,787
cached,english,3,257-1024,543,0.5086999881314114,441,555
cached,english,4,257-1024,389,0.32529998861718923,323,389
cached,english,4,1025-4096,1556,1.397300002281554,1288,1566
cached,english,4,257-1024,371,0.3659999929368496,307,399
cached,english,4,257-1024,828,0.5287000094540417,685,838
cached,english,4,1025-4096,1220,1.0480000055395067,1006,1232
cached,english,4,1025-4096,1355,1.1147000041091815,1124,1365
cached,english,4,257-1024,777,0.5842999962624162,643,787
cached,english,4,257-1024,543,0.5833000031998381,441,555
cached,english,5,257-1024,389,0.32530000316910446,323,389
cached,english,5,1025-4096,1556,1.273000001674518,1288,1566
cached,english,5,257-1024,371,0.36099999852012843,307,399
cached,english,5,257-1024,828,0.7007000094745308,685,838
cached,english,5,1025-4096,1220,1.0355999984312803,1006,1232
cached,english,5,1025-4096,1355,1.0406999936094508,1124,1365
cached,english,5,257-1024,777,0.8701000042492524,643,787
cached,english,5,257-1024,543,0.5212000105530024,441,555
cached,technical,1,1025-4096,1755,1.033699998515658,1516,1755
cached,technical,1,1025-4096,1939,2.255899991723709,1690,1939
cached,technical,1,1025-4096,1353,2.083999992464669,1161,1353
cached,technical,1,1025-4096,1455,2.7666999958455563,1260,1455
cached,technical,1,1025-4096,1647,2.385100000537932,1412,1647
cached,technical,1,1025-4096,1411,3.1281999981729314,1195,1414
cached,technical,1,1025-4096,1337,2.7322999958414584,1158,1337
cached,technical,1,1025-4096,1734,2.6413000014144927,1493,1734
cached,technical,2,1025-4096,1755,1.1163000017404556,1516,1755
cached,technical,2,1025-4096,1939,1.7699000018183142,1690,1939
cached,technical,2,1025-4096,1353,1.06229999801144,1161,1353
cached,technical,2,1025-4096,1455,0.9584999934304506,1260,1455
cached,technical,2,1025-4096,1647,1.215199998114258,1412,1647
cached,technical,2,1025-4096,1411,1.1664999910863116,1195,1414
cached,technical,2,1025-4096,1337,1.1086000013165176,1158,1337
cached,technical,2,1025-4096,1734,1.3623999984702095,1493,1734
cached,technical,3,1025-4096,1755,1.147799994214438,1516,1755
cached,technical,3,1025-4096,1939,1.4873000036459416,1690,1939
cached,technical,3,1025-4096,1353,0.8267000084742904,1161,1353
cached,technical,3,1025-4096,1455,0.9927000064635649,1260,1455
cached,technical,3,1025-4096,1647,1.1229999945499003,1412,1647
cached,technical,3,1025-4096,1411,1.3900999911129475,1195,1414
cached,technical,3,1025-4096,1337,1.1258999875281006,1158,1337
cached,technical,3,1025-4096,1734,1.5266999980667606,1493,1734
cached,technical,4,1025-4096,1755,1.319199989666231,1516,1755
cached,technical,4,1025-4096,1939,1.4155999961076304,1690,1939
cached,technical,4,1025-4096,1353,0.8032000041566789,1161,1353
cached,technical,4,1025-4096,1455,0.8769999985815957,1260,1455
cached,technical,4,1025-4096,1647,1.137699990067631,1412,1647
cached,technical,4,1025-4096,1411,1.130599994212389,1195,1414
cached,technical,4,1025-4096,1337,1.1073999921791255,1158,1337
cached,technical,4,1025-4096,1734,1.3423000054899603,1493,1734
cached,technical,5,1025-4096,1755,1.3374999980442226,1516,1755
cached,technical,5,1025-4096,1939,1.295199996093288,1690,1939
cached,technical,5,1025-4096,1353,1.8112999969162047,1161,1353
cached,technical,5,1025-4096,1455,0.9436000109417364,1260,1455
cached,technical,5,1025-4096,1647,1.146599999628961,1412,1647
cached,technical,5,1025-4096,1411,1.3287999900057912,1195,1414
cached,technical,5,1025-4096,1337,1.1721999908331782,1158,1337
cached,technical,5,1025-4096,1734,1.436000005924143,1493,1734
cached,web,1,65-256,111,0.11039999662898481,97,113
cached,web,1,65-256,100,0.17839999054558575,88,100
cached,web,1,65-256,88,0.1728999923216179,80,88
cached,web,1,65-256,169,0.3567000094335526,159,169
cached,web,1,65-256,146,0.34589999995660037,132,146
cached,web,1,65-256,112,0.18780000391416252,102,112
cached,web,1,65-256,124,0.3209999995306134,108,124
cached,web,1,65-256,109,0.1947999990079552,99,109
cached,web,2,65-256,111,0.09879999561235309,97,113
cached,web,2,65-256,100,0.08240000170189887,88,100
cached,web,2,65-256,88,0.07059999916236848,80,88
cached,web,2,65-256,169,0.19409999367780983,159,169
cached,web,2,65-256,146,0.14789999113418162,132,146
cached,web,2,65-256,112,0.10229999315924942,102,112
cached,web,2,65-256,124,0.15279999934136868,108,124
cached,web,2,65-256,109,0.10459999612066895,99,109
cached,web,3,65-256,111,0.0948999950196594,97,113
cached,web,3,65-256,100,0.07939999341033399,88,100
cached,web,3,65-256,88,0.07819999882485718,80,88
cached,web,3,65-256,169,0.18020000425167382,159,169
cached,web,3,65-256,146,0.12710000737570226,132,146
cached,web,3,65-256,112,0.07700000423938036,102,112
cached,web,3,65-256,124,0.1340000017080456,108,124
cached,web,3,65-256,109,0.10689999908208847,99,109
cached,web,4,65-256,111,0.12120000610593706,97,113
cached,web,4,65-256,100,0.10819999442901462,88,100
cached,web,4,65-256,88,0.09290000889450312,80,88
cached,web,4,65-256,169,0.23410000721924007,159,169
cached,web,4,65-256,146,0.1545999984955415,132,146
cached,web,4,65-256,112,0.09370000043418258,102,112
cached,web,4,65-256,124,0.16039999900385737,108,124
cached,web,4,65-256,109,0.09919999865815043,99,109
cached,web,5,65-256,111,0.11900000390596688,97,113
cached,web,5,65-256,100,0.10939998901449144,88,100
cached,web,5,65-256,88,0.0957000011112541,80,88
cached,web,5,65-256,169,0.24929999199230224,159,169
cached,web,5,65-256,146,0.17100000695791095,132,146
cached,web,5,65-256,112,0.10279999696649611,102,112
cached,web,5,65-256,124,0.16780001169536263,108,124
cached,web,5,65-256,109,0.10119999933522195,99,109
